date_id,date_id,Biomass,Grid emission factor,Hard Coal,Hydro,Lignite,Natural Gas,Other,Pumped storage generation,Solar,Conventional,Total electricity demand,Total grid emissions,Wind offshore,Wind onshore,Total Renewables,Total Conventional,Renewable share,Conventional share
2024-12-07T04:00:00,2024-12-07T04:00:00,4.388,317.073,1.813,2.026,7.149,7.781,2.725,0.001,0,19.469,51.978,14877.961,3.825,17.745,27.984,19.469,58.972035487745764,41.02796451225423
2024-12-07T05:00:00,2024-12-07T05:00:00,4.375,304.319,1.823,2.028,7.08,7.9,2.744,0.001,0,19.548,53.441,14883.495,4.583,18.919,29.905,19.548000000000002,60.47155885386124,39.52844114613876
2024-12-07T06:00:00,2024-12-07T06:00:00,4.379,285.534,1.869,2.018,6.89,8.214,2.728,0.001,0,19.701,55.555,14811.062,5.021,21.282,32.7,19.702,62.402198389374455,37.59780161062555
2024-12-07T07:00:00,2024-12-07T07:00:00,4.411,278.339,2.009,2.009,7.213,8.284,2.697,0.001,0.027,20.204,58.354,15270.001,4.822,23.904,35.173,20.204,63.5155389421601,36.484461057839894
2024-12-07T08:00:00,2024-12-07T08:00:00,4.469,266.888,2.188,2.019,7.478,8.555,2.67,0.001,0.91,20.892,62.352,15761.907,4.98,26.284,38.662,20.892,64.91923296504012,35.08076703495986
2024-12-07T09:00:00,2024-12-07T09:00:00,4.492,251.799,2.294,2.046,7.171,8.955,2.642,0.001,2.959,21.063,63.569,15628.427,4.914,27.062,41.473,21.063000000000002,66.31860048611999,33.68139951388001
2024-12-07T10:00:00,2024-12-07T10:00:00,4.509,244.931,2.081,2.144,7.231,8.698,2.642,0.113,4.422,20.765,64.056,15428.224,5.203,26.409,42.687,20.764999999999997,67.27447519384732,32.72552480615268
2024-12-07T11:00:00,2024-12-07T11:00:00,4.537,261.214,1.962,2.095,8.127,8.916,2.832,0.076,4.55,21.912,65.341,16634.546,5.257,25.809,42.248000000000005,21.913000000000004,65.8468540078864,34.15314599211359
2024-12-07T12:00:00,2024-12-07T12:00:00,4.571,282.667,1.891,2.022,8.967,9.052,2.992,0.156,3.821,23.058,64.208,17739.028,5.446,24.316,40.176,23.058,63.53543979504697,36.46456020495303
2024-12-07T13:00:00,2024-12-07T13:00:00,4.589,293.866,1.938,1.969,9.011,9.162,3.08,0.063,2.738,23.254,62.716,17976.852,5.812,23.298,38.406,23.254,62.286733700940644,37.71326629905936
2024-12-07T14:00:00,2024-12-07T14:00:00,4.595,303.273,2.388,1.94,9.039,9.356,3.081,0.066,1.751,23.931,62.06,18419.879,6.016,22.977,37.278999999999996,23.93,60.9044421571991,39.0955578428009
2024-12-07T15:00:00,2024-12-07T15:00:00,4.616,306.922,2.674,1.955,9.051,9.322,3.105,0.131,0.668,24.283,61.71,18679.299,6.019,23.812,37.07,24.282999999999998,60.420843316545245,39.57915668345476
2024-12-07T16:00:00,2024-12-07T16:00:00,4.628,309.906,2.99,1.947,9.01,9.582,3.318,0.125,0.035,25.024,62.83,19271.055,6.131,24.944,37.685,25.025000000000002,60.09408387816934,39.90591612183065
2024-12-07T17:00:00,2024-12-07T17:00:00,4.629,306.647,3.125,1.943,8.903,9.713,3.329,0.672,0,25.742,63.186,19329.181,6.068,25.165,37.805,25.742,59.491400066092815,40.50859993390719
2024-12-07T18:00:00,2024-12-07T18:00:00,4.672,317.269,2.918,1.959,9.036,9.725,3.342,0.571,0,25.593,61.596,19321.129,5.803,23.397,35.831,25.592000000000002,58.33482571675106,41.665174283248945
2024-12-07T19:00:00,2024-12-07T19:00:00,4.673,331.621,2.889,1.954,9.043,9.103,3.335,0.618,0,24.988,58.723,19056.914,5.371,20.99,32.988,24.987999999999996,56.899406651028016,43.100593348971984
2024-12-07T20:00:00,2024-12-07T20:00:00,4.666,343.56,2.7,1.899,9.021,8.79,3.344,0.619,0,24.474,56.558,18782.698,4.849,19.299,30.713,24.474,55.652599344048426,44.34740065595159
2024-12-07T21:00:00,2024-12-07T21:00:00,4.669,352.014,2.162,1.954,8.92,8.642,3.35,0.236,0,23.31,53.347,18202.504,4.238,18.062,28.923000000000002,23.310000000000002,55.37304003216358,44.62695996783643
2024-12-07T22:00:00,2024-12-07T22:00:00,4.661,355.132,1.974,1.88,8.698,8.612,3.195,0.602,0,23.081,51.906,17595.995,3.859,16.571,26.971,23.081,53.88595860305283,46.11404139694717
2024-12-07T23:00:00,2024-12-07T23:00:00,4.631,376.321,1.993,1.91,8.682,8.359,3.167,0.198,0,22.399,49.188,17465.544,2.729,15.257,24.527,22.399,52.26739973575416,47.73260026424583
2024-12-08T00:00:00,2024-12-08T00:00:00,4.593,388.627,1.778,1.896,8.582,8.223,3.209,0.058,0,21.85,48.957,17192.087,2.576,13.855,22.92,21.85,51.194996649542105,48.805003350457895
2024-12-08T01:00:00,2024-12-08T01:00:00,4.545,401.592,1.559,1.902,8.563,8.224,3.272,0.005,0,21.623,48.073,17082.783,2.335,12.701,21.483,21.622999999999998,49.837609613510885,50.16239038648912
2024-12-08T02:00:00,2024-12-08T02:00:00,4.498,415.508,1.18,1.938,8.861,8.268,3.295,0.004,0,21.607,47.978,17140.501,2.138,11.666,20.240000000000002,21.608,48.365513286178555,51.634486713821445
2024-12-08T03:00:00,2024-12-08T03:00:00,4.439,424.183,1.183,1.946,8.769,8.394,3.311,0.005,0,21.662,47.468,17113.286,2.277,10.636,19.298,21.662,47.11425781250001,52.88574218750001
2024-12-08T04:00:00,2024-12-08T04:00:00,4.39,432.144,1.193,1.973,8.511,8.472,3.298,0.01,0,21.484,46.025,16859.795,2.373,9.414,18.15,21.483999999999998,45.79401523944088,54.20598476055911
2024-12-08T05:00:00,2024-12-08T05:00:00,4.342,440.624,1.214,1.986,8.64,8.65,3.367,0.009,0,21.881,45.545,17172.792,2.661,8.726,17.715,21.880000000000003,44.740497537567876,55.25950246243213
2024-12-08T06:00:00,2024-12-08T06:00:00,4.337,447.385,1.532,1.926,8.719,9.035,3.434,0.003,0,22.723,45.667,17737.546,3.114,8.164,17.540999999999997,22.723000000000003,43.564971190145044,56.43502880985497
2024-12-08T07:00:00,2024-12-08T07:00:00,4.382,457.772,1.765,1.93,9.602,9.555,3.427,0.114,0.017,24.462,46.73,19034.928,3.691,7.69,17.71,24.463,41.99369264695421,58.006307353045784
2024-12-08T08:00:00,2024-12-08T08:00:00,4.422,459.647,2.067,1.902,10.114,10.549,3.435,0.196,0.693,26.361,49.57,20190.042,4.022,7.085,18.124,26.361,40.74182308643363,59.25817691356637
2024-12-08T09:00:00,2024-12-08T09:00:00,4.439,440.335,2.369,1.905,10.344,11.146,3.45,0.651,3.581,27.96,52.977,20909.892,3.728,6.422,20.075,27.96,41.792443010304986,58.20755698969502
2024-12-08T10:00:00,2024-12-08T10:00:00,4.462,407.194,2.577,1.914,10.36,11.317,3.436,1.089,6.905,28.779,56.252,21148.776,4.22,6.199,23.699999999999996,28.778999999999996,45.16092151146173,54.83907848853827
2024-12-08T11:00:00,2024-12-08T11:00:00,4.486,392.29,2.617,1.914,10.374,11.29,3.441,0.978,8.714,28.699,58.59,21196.859,4.772,5.998,25.884000000000004,28.7,47.420489520738684,52.579510479261316
2024-12-08T12:00:00,2024-12-08T12:00:00,4.521,389.9,2.683,1.939,10.404,11.233,3.452,0.717,8.023,28.489,58.516,21275.843,5.427,6.728,26.637999999999998,28.488999999999997,48.32114934605548,51.67885065394453
2024-12-08T13:00:00,2024-12-08T13:00:00,4.539,392.215,2.688,1.914,10.384,11.298,3.436,0.966,5.958,28.771,57.188,21260.89,5.675,7.89,25.976,28.772000000000002,47.44648206327171,52.55351793672828
2024-12-08T14:00:00,2024-12-08T14:00:00,4.554,396.517,2.689,1.903,10.411,11.3,3.447,0.943,3.292,28.791,56.466,21306.288,5.958,9.788,25.495,28.79,46.965091645942714,53.0349083540573
2024-12-08T15:00:00,2024-12-08T15:00:00,4.57,398.148,2.692,1.89,10.396,11.511,3.465,1.29,0.936,29.353,55.742,21393.456,6.291,11.253,24.94,29.354,45.935094117213694,54.06490588278632
2024-12-08T16:00:00,2024-12-08T16:00:00,4.594,383.896,2.713,1.885,10.394,11.83,3.492,1.843,0.035,30.273,56.898,21560.117,6.575,13.362,26.451,30.272,46.63187772155916,53.36812227844084
2024-12-08T17:00:00,2024-12-08T17:00:00,4.62,367.723,2.713,1.877,10.415,11.75,3.482,2.028,0,30.388,59.348,21539.853,6.587,15.657,28.741,30.387999999999998,48.60728238258722,51.39271761741278
2024-12-08T18:00:00,2024-12-08T18:00:00,4.648,359.621,2.601,1.887,10.438,11.636,3.488,1.364,0,29.527,60.583,21439.642,6.73,17.392,30.657,29.527,50.938787717665825,49.061212282334175
2024-12-08T19:00:00,2024-12-08T19:00:00,4.647,354.764,2.484,1.874,10.403,11.316,3.473,0.593,0,28.269,60.286,21165.812,6.77,18.683,31.974,28.269000000000002,53.075046063443054,46.924953936556946
2024-12-08T20:00:00,2024-12-08T20:00:00,4.641,350.433,2.048,1.857,10.386,10.664,3.384,0.247,0,26.729,58.153,20444.786,6.891,18.793,32.182,26.729,54.62816791431142,45.37183208568858
2024-12-08T21:00:00,2024-12-08T21:00:00,4.655,352.031,1.969,1.853,10.318,10.156,3.398,0.037,0,25.878,57.257,20137.825,6.318,19.073,31.899,25.877999999999997,55.21055091126227,44.789449088737726
2024-12-08T22:00:00,2024-12-08T22:00:00,4.66,345.691,1.674,1.843,9.962,9.951,3.284,0.063,0,24.933,56.165,19282.668,6.33,18.566,31.399,24.933999999999997,55.73819963431737,44.26180036568263
2024-12-08T23:00:00,2024-12-08T23:00:00,4.632,338.091,1.527,1.838,9.504,9.527,3.226,0.072,0,23.856,55.17,18452.705,6.114,18.651,31.235,23.855999999999998,56.69710115989908,43.30289884010092
2024-12-09T00:00:00,2024-12-09T00:00:00,4.578,314.884,1.902,1.849,8.117,8.804,2.865,0.008,0,21.697,55.328,16547.487,6.292,18.64,31.359,21.696,59.10658750353407,40.89341249646593
2024-12-09T01:00:00,2024-12-09T01:00:00,4.496,291.049,1.891,1.821,6.763,8.689,2.738,0.011,0,20.093,54.593,14894.215,6.227,19.051,31.595,20.092,61.12755625205565,38.87244374794436
2024-12-09T02:00:00,2024-12-09T02:00:00,4.442,281.681,1.8,1.826,6.502,8.544,2.815,0.023,0,19.683,55.285,14595.514,6.321,20.134,32.723,19.684,62.44013204342932,37.55986795657069
2024-12-09T03:00:00,2024-12-09T03:00:00,4.386,275.649,1.743,1.848,6.355,8.71,2.824,0.02,0,19.653,55.51,14467.01,6.368,20.831,33.433,19.651999999999997,62.98012621267779,37.01987378732222
2024-12-09T04:00:00,2024-12-09T04:00:00,4.33,273.422,1.908,1.817,6.447,8.904,2.808,0.001,0,20.068,57.631,14741.578,6.342,21.952,34.441,20.068,63.18406134766737,36.81593865233265
2024-12-09T05:00:00,2024-12-09T05:00:00,4.313,298.309,2.591,1.853,7.78,9.609,2.829,0.059,0,22.868,59.484,16982.284,5.829,22.649,34.644,22.868000000000002,60.237863402420366,39.76213659757964
2024-12-09T06:00:00,2024-12-09T06:00:00,4.334,327.985,3.026,1.847,9.76,10.942,3.199,0.131,0,27.057,64.791,20407.6,5.607,23.938,35.726,27.058,56.90303261977574,43.09696738022426
2024-12-09T07:00:00,2024-12-09T07:00:00,4.333,348.092,4.313,1.865,10.274,12.563,3.399,0.457,0.014,31.007,68.534,22825.976,4.885,24.044,35.141000000000005,31.006,53.125614162395884,46.87438583760412
2024-12-09T08:00:00,2024-12-09T08:00:00,4.301,346.285,4.676,1.816,10.484,13.228,3.503,0.906,0.238,32.797,70.791,23715.801,5.373,24.556,36.284000000000006,32.797,52.52384881515903,47.47615118484097
2024-12-09T09:00:00,2024-12-09T09:00:00,4.38,345.91,4.804,1.838,10.498,13.401,3.502,0.812,1.103,33.017,72.307,23908.394,5.227,24.151,36.699,33.016999999999996,52.640713752940506,47.359286247059494
2024-12-09T10:00:00,2024-12-09T10:00:00,4.439,339.435,4.852,1.867,10.438,13.607,3.488,1.204,2.252,33.59,73.511,23937.042,5.184,23.78,37.522000000000006,33.589,52.765394945929614,47.23460505407039
2024-12-09T11:00:00,2024-12-09T11:00:00,4.472,333.547,4.73,1.838,10.185,13.997,3.487,1.126,3.069,33.525,74.452,23708.932,5.011,23.766,38.156,33.525,53.230284175723,46.769715824277
2024-12-09T12:00:00,2024-12-09T12:00:00,4.528,334.179,4.697,1.865,10.16,14.071,3.458,0.603,3.111,32.989,74.348,23649.305,5.055,23.776,38.335,32.989,53.74768661320173,46.25231338679827
2024-12-09T13:00:00,2024-12-09T13:00:00,4.535,331.087,4.648,1.902,10.032,14.079,3.47,0.407,2.572,32.636,74.948,23481.849,5.501,24.335,38.845,32.635999999999996,54.34311215567773,45.65688784432226
2024-12-09T14:00:00,2024-12-09T14:00:00,4.527,338.726,4.716,1.99,10.258,13.83,3.481,0.208,1.485,32.494,74.298,23689.123,5.599,24.4,38.001,32.493,53.90671546514597,46.093284534854035
2024-12-09T15:00:00,2024-12-09T15:00:00,4.529,342.551,4.713,1.926,10.315,13.924,3.51,0.21,0.404,32.672,73.18,23843.26,5.771,24.907,37.537,32.672,53.4646555284935,46.5353444715065
2024-12-09T16:00:00,2024-12-09T16:00:00,4.486,338.408,4.75,1.931,10.284,14.301,3.496,0.567,0.016,33.398,73.39,23957.111,6.36,25.194,37.986999999999995,33.398,53.214260699026404,46.7857393009736
2024-12-09T17:00:00,2024-12-09T17:00:00,4.431,335.927,4.778,1.9,10.235,14.557,3.504,1.172,0,34.246,73.164,24029.861,6.319,25.239,37.888999999999996,34.245999999999995,52.52512649892562,47.47487350107437
2024-12-09T18:00:00,2024-12-09T18:00:00,4.442,335.307,4.853,1.958,10.431,14.946,3.485,1.24,0,34.956,72.393,24412.355,5.985,26.048,38.433,34.955,52.369597209353024,47.63040279064696
2024-12-09T19:00:00,2024-12-09T19:00:00,4.457,340.745,4.943,1.973,10.657,14.529,3.459,0.715,0,34.304,71.086,24537.39,6.042,25.793,38.265,34.303000000000004,52.72985337889978,47.27014662110021
2024-12-09T20:00:00,2024-12-09T20:00:00,4.451,344.904,5.022,1.889,10.879,14.167,3.343,0.326,0,33.737,69.82,24546.82,5.903,25.77,38.013,33.737,52.97979094076655,47.02020905923345
2024-12-09T21:00:00,2024-12-09T21:00:00,4.451,347.018,5.118,1.827,10.844,12.796,3.227,0.103,0,32.089,67.091,23931.197,5.975,25.215,37.468,32.088,53.86738742883431,46.13261257116567
2024-12-09T22:00:00,2024-12-09T22:00:00,4.445,352.626,5.119,1.859,10.567,12.526,3.29,0.034,0,31.535,63.782,23627.791,5.945,23.79,36.039,31.535999999999998,53.33185349611542,46.668146503884564
2024-12-09T23:00:00,2024-12-09T23:00:00,4.421,354.176,4.908,1.858,10.226,12.257,3.318,0.003,0,30.712,60.568,23039.389,5.09,23.557,34.926,30.712,53.21003077485603,46.78996922514397
2024-12-10T00:00:00,2024-12-10T00:00:00,4.403,360.006,4.545,1.864,10.588,11.345,3.322,0.001,0,29.801,58.495,22827.96,4.976,22.927,34.17,29.801000000000002,53.41482859420675,46.585171405793254
2024-12-10T01:00:00,2024-12-10T01:00:00,4.352,362.383,4.187,1.865,10.641,10.801,3.343,0,0,28.973,58.457,22432.025,4.778,22.507,33.502,28.971999999999998,53.62550821141595,46.374491788584045
2024-12-10T02:00:00,2024-12-10T02:00:00,4.317,363.841,3.751,1.866,10.725,10.269,3.328,0,0,28.074,56.739,21962.496,4.464,22.197,32.844,28.072999999999997,53.91598404386296,46.08401595613703
2024-12-10T03:00:00,2024-12-10T03:00:00,4.261,368.64,3.497,1.861,10.579,10.323,3.334,0,0,27.732,56.258,21632.381,4.199,21.189,31.509999999999998,27.733,53.18771838023058,46.81228161976943
2024-12-10T04:00:00,2024-12-10T04:00:00,4.225,377.777,3.559,1.863,10.794,10.221,3.346,0.003,0,27.923,56.187,21888.774,3.912,20.591,30.591,27.923000000000002,52.279796288067814,47.720203711932186
2024-12-10T05:00:00,2024-12-10T05:00:00,4.2,381.909,3.895,1.898,10.471,11.173,3.363,0.036,0,28.937,55.987,22182.554,3.681,19.892,29.671,28.938000000000002,50.62533058062755,49.37466941937245
2024-12-10T06:00:00,2024-12-10T06:00:00,4.209,387.825,4.598,1.898,10.746,13.923,3.354,0.1,0,32.721,63.005,24016.616,4.472,19.144,29.723,32.721000000000004,47.59944910639933,52.40055089360067
2024-12-10T07:00:00,2024-12-10T07:00:00,4.227,403.504,5.453,1.966,11.156,16.521,3.351,0.145,0.016,36.626,67.406,26066.851,4.155,18.111,28.475,36.626000000000005,43.73972750034562,56.2602724996544
2024-12-10T08:00:00,2024-12-10T08:00:00,4.236,412.006,5.618,2.003,11.329,18.162,3.476,0.286,0.353,38.87,70.144,27148.752,3.986,16.974,27.552,38.871,41.47960796711982,58.520392032880174
2024-12-10T09:00:00,2024-12-10T09:00:00,4.299,413.516,5.575,2.117,11.562,18.724,3.491,0.382,1.558,39.734,71.405,27570.077,3.658,15.829,27.461,39.734,40.86762407917256,59.13237592082745
2024-12-10T10:00:00,2024-12-10T10:00:00,4.333,414.962,5.552,2.242,11.538,19.121,3.485,0.533,2.836,40.228,71.832,27624.909,2.887,14.526,26.823999999999998,40.229,40.00417580123186,59.99582419876815
2024-12-10T11:00:00,2024-12-10T11:00:00,4.361,422.34,5.67,2.388,11.608,19.58,3.517,0.807,3.378,41.183,72.103,27979.73,2.25,13.181,25.558,41.182,38.29487563679951,61.70512436320047
2024-12-10T12:00:00,2024-12-10T12:00:00,4.374,427.618,5.787,2.93,11.661,19.727,3.523,0.98,3.117,41.678,72.688,28190.028,1.896,12.427,24.744,41.678,37.252717473126374,62.747282526873626
2024-12-10T13:00:00,2024-12-10T13:00:00,4.405,435.585,5.891,2.993,11.639,19.622,3.509,1.116,2.338,41.776,72.169,28191.384,2.104,11.592,23.432000000000002,41.777,35.933690134797345,64.06630986520265
2024-12-10T14:00:00,2024-12-10T14:00:00,4.442,447.784,6.102,2.895,11.582,19.516,3.584,1.03,1.236,41.815,71.463,28364.772,2.224,11.294,22.091,41.81400000000001,34.56850011736171,65.43149988263829
2024-12-10T15:00:00,2024-12-10T15:00:00,4.471,457.771,6.201,2.824,11.725,20.024,3.557,1.011,0.275,42.517,71.323,28759.283,2.251,11.033,20.854,42.51800000000001,32.907277662058945,67.09272233794104
2024-12-10T16:00:00,2024-12-10T16:00:00,4.479,460.319,6.218,2.767,11.747,20.38,3.544,1.555,0.006,43.445,70.987,28913.641,2.174,10.481,19.907,43.443999999999996,31.42333980521223,68.57666019478776
2024-12-10T17:00:00,2024-12-10T17:00:00,4.488,459.779,6.217,3.1,11.723,20.478,3.564,2.541,0,44.523,70.383,28951.278,1.658,9.75,18.996000000000002,44.523,29.906012374250224,70.09398762574978
2024-12-10T18:00:00,2024-12-10T18:00:00,4.486,474.804,6.225,3.071,11.718,20.48,3.551,1.862,0,43.836,69.407,28934.389,1.297,8.79,17.644,43.836000000000006,28.698763825634348,71.30123617436566
2024-12-10T19:00:00,2024-12-10T19:00:00,4.477,490.027,6.226,2.878,11.698,20.479,3.584,1.672,0,43.658,67.898,28956.572,1.083,7.576,16.014,43.659,26.836257603941476,73.16374239605852
2024-12-10T20:00:00,2024-12-10T20:00:00,4.469,513.727,6.214,2.728,11.562,20.138,3.516,0.584,0,42.014,65.878,28624.521,0.771,6.321,14.289000000000001,42.014,25.378754240449,74.621245759551
2024-12-10T21:00:00,2024-12-10T21:00:00,4.473,534.441,6.126,2.309,11.456,19.179,3.471,0.255,0,40.487,63.017,28047.723,0.571,5.227,12.58,40.487,23.705881244464543,76.29411875553545
2024-12-10T22:00:00,2024-12-10T22:00:00,4.48,549.786,6.096,2.266,11.29,18.509,3.413,0.063,0,39.372,60.431,27532.279,0.317,4.23,11.293000000000001,39.370999999999995,22.289988946786675,77.71001105321332
2024-12-10T23:00:00,2024-12-10T23:00:00,4.476,561.054,5.95,2.31,11.278,17.93,3.449,0.051,0,38.658,60.074,27257.32,0.235,3.472,10.493,38.658,21.348497487334946,78.65150251266505
2024-12-11T00:00:00,2024-12-11T00:00:00,4.447,565.74,5.859,2.385,11.166,18.013,3.459,0.001,0,38.498,58.525,27071.82,0.193,2.883,9.908,38.498,20.468536958228317,79.53146304177167
2024-12-11T01:00:00,2024-12-11T01:00:00,4.391,571.468,5.811,2.278,11.132,17.901,3.436,0.008,0,38.288,57.191,26966.666,0.31,2.489,9.468,38.288,19.82578105368959,80.1742189463104
2024-12-11T02:00:00,2024-12-11T02:00:00,4.335,573.517,5.788,2.255,11.289,17.877,3.374,0.002,0,38.33,56.565,27015.368,0.416,2.272,9.278,38.33,19.488321290539407,80.5116787094606
2024-12-11T03:00:00,2024-12-11T03:00:00,4.279,574.353,5.78,2.24,11.34,17.85,3.341,0.007,0,38.318,57.154,27001.705,0.512,2.13,9.161000000000001,38.318,19.29484614250511,80.70515385749489
2024-12-11T04:00:00,2024-12-11T04:00:00,4.232,575.548,5.849,2.186,11.412,18.321,3.313,0.012,0,38.907,58.221,27263.541,0.485,2.004,8.907,38.90700000000001,18.62843518634709,81.37156481365292
2024-12-11T05:00:00,2024-12-11T05:00:00,4.208,575.027,6.007,2.338,11.497,19.184,3.322,0.012,0,40.023,60.484,27806.133,0.454,1.78,8.78,40.022000000000006,17.991065939920492,82.00893406007951
2024-12-11T06:00:00,2024-12-11T06:00:00,4.218,562.826,6.067,2.995,11.555,20.584,3.381,0.309,0,41.896,64.317,28502.06,0.392,1.642,9.247,41.896,18.080675752302366,81.91932424769763
2024-12-11T07:00:00,2024-12-11T07:00:00,4.243,551.087,6.056,2.959,11.922,21.467,3.64,1.582,0.015,44.667,68.136,29435.277,0.497,1.588,9.302,44.667,17.23582056365691,82.76417943634308
2024-12-11T08:00:00,2024-12-11T08:00:00,4.287,543.97,6.066,3.074,11.954,21.982,3.852,2.025,0.29,45.878,70.34,29871.072,0.445,1.518,9.614,45.87899999999999,17.324707620781002,82.67529237921899
2024-12-11T09:00:00,2024-12-11T09:00:00,4.292,539.148,6.103,3.202,11.987,22.025,3.986,1.925,1.236,46.027,70.18,30045.398,0.303,1.243,10.276000000000002,46.02599999999999,18.251571880217405,81.74842811978259
2024-12-11T10:00:00,2024-12-11T10:00:00,4.283,532.162,6.137,3.05,12.025,22.066,4.086,1.854,2.372,46.168,70.918,30183.436,0.313,1.099,11.117,46.16799999999999,19.406476389979925,80.59352361002007
2024-12-11T11:00:00,2024-12-11T11:00:00,4.266,518.42,6.157,3.148,11.999,22.058,4.109,2.728,3.055,47.05,71.571,30164.581,0.277,0.953,11.698999999999998,47.051,19.913191489361697,80.08680851063829
2024-12-11T12:00:00,2024-12-11T12:00:00,4.241,531.378,6.172,2.991,12.009,22.042,4.142,1.395,3.124,45.76,71.804,30225.475,0.416,0.948,11.72,45.760000000000005,20.389700765483646,79.61029923451636
2024-12-11T13:00:00,2024-12-11T13:00:00,4.357,528.798,6.209,3.075,11.991,21.977,4.146,1.697,2.576,46.02,71.305,30216.184,0.521,1.198,11.727000000000002,46.02,20.307548444075017,79.69245155592498
2024-12-11T14:00:00,2024-12-11T14:00:00,4.434,536.009,6.251,3.209,11.98,21.852,4.234,1.717,1.483,46.034,70.414,30260.143,0.666,1.253,11.045000000000002,46.034,19.35037404299305,80.64962595700695
2024-12-11T15:00:00,2024-12-11T15:00:00,4.524,541.946,6.287,3.095,11.957,21.891,4.25,1.843,0.354,46.228,69.776,30282.273,0.995,1.3,10.268,46.227999999999994,18.174738034551122,81.82526196544887
2024-12-11T16:00:00,2024-12-11T16:00:00,4.548,537.956,6.35,3.286,12.003,22.025,4.395,2.161,0.006,46.934,70.391,30510.721,1.205,1.345,10.39,46.934,18.12504361175075,81.87495638824926
2024-12-11T17:00:00,2024-12-11T17:00:00,4.551,540.236,6.418,3.245,12.013,22.135,4.435,1.981,0,46.982,71.337,30644.637,1.232,1.328,10.356,46.982000000000006,18.06132059018452,81.93867940981548
2024-12-11T18:00:00,2024-12-11T18:00:00,4.556,549.005,6.41,3.236,12.001,22.137,4.323,1.127,0,45.998,71.521,30519.19,1.114,1.297,10.203000000000001,45.998000000000005,18.154481236988666,81.84551876301133
2024-12-11T19:00:00,2024-12-11T19:00:00,4.541,558.188,6.449,3.056,12.001,22.07,4.24,0.403,0,45.163,71.107,30454.847,1.097,1.296,9.99,45.163,18.113248599350896,81.8867514006491
2024-12-11T20:00:00,2024-12-11T20:00:00,4.558,562.02,6.396,2.803,11.96,21.745,3.89,0.253,0,44.243,68.647,30032.565,1.185,1.263,9.809,44.244,18.1470038665754,81.85299613342461
2024-12-11T21:00:00,2024-12-11T21:00:00,4.545,564.293,6.373,2.682,11.964,20.905,3.498,0.092,0,42.832,67.037,29355.939,1.272,1.243,9.742,42.832,18.530071898657134,81.46992810134287
2024-12-11T22:00:00,2024-12-11T22:00:00,4.541,566.814,6.284,2.728,11.947,19.576,3.467,0.028,0,41.302,64.96,28748.79,1.429,1.242,9.940000000000001,41.302,19.398149955114945,80.60185004488505
2024-12-11T23:00:00,2024-12-11T23:00:00,4.522,565.438,6.105,2.649,11.769,18.712,3.468,0.026,0,40.079,62.676,28107.203,1.758,1.223,10.152000000000001,40.080000000000005,20.210224558050644,79.78977544194935
2024-12-12T00:00:00,2024-12-12T00:00:00,4.498,569.452,6.032,2.418,11.561,18.264,3.481,0.025,0,39.362,60.143,27707.235,1.777,1.129,9.822,39.363,19.96950289722476,80.03049710277523
2024-12-12T01:00:00,2024-12-12T01:00:00,4.451,574.675,5.991,2.434,11.572,17.786,3.563,0.025,0,38.937,59.029,27585.643,1.743,1.017,9.645,38.937000000000005,19.853031987155735,80.14696801284425
2024-12-12T02:00:00,2024-12-12T02:00:00,4.413,570.95,5.923,2.461,11.587,17.955,3.573,0.028,0,39.066,58.05,27621.826,1.603,0.835,9.312000000000001,39.065999999999995,19.248418702716112,80.75158129728388
2024-12-12T03:00:00,2024-12-12T03:00:00,4.34,575.537,5.958,2.413,11.604,18.259,3.559,0.024,0,39.402,58.144,27758.052,1.339,0.736,8.828000000000001,39.403999999999996,18.3032011942279,81.69679880577209
2024-12-12T04:00:00,2024-12-12T04:00:00,4.288,577.639,5.999,2.336,11.61,18.517,3.569,0.019,0,39.714,59.133,27903.571,1.319,0.649,8.592,39.714,17.78661035896162,82.21338964103838
2024-12-12T05:00:00,2024-12-12T05:00:00,4.259,578.403,6.099,2.485,11.644,18.999,3.576,0.038,0,40.356,61.817,28202.064,1.122,0.537,8.403,40.356,17.2337414631145,82.7662585368855
2024-12-12T06:00:00,2024-12-12T06:00:00,4.273,569.335,6.149,2.807,11.55,20.514,3.585,0.161,0,41.959,66.168,28698.086,0.92,0.447,8.447,41.959,16.757925643772566,83.24207435622742
2024-12-12T07:00:00,2024-12-12T07:00:00,4.314,560.342,6.164,3.103,11.47,21.581,3.981,0.596,0.014,43.792,68.754,29300.607,0.729,0.339,8.499,43.792,16.253274942150657,83.74672505784933
2024-12-12T08:00:00,2024-12-12T08:00:00,4.332,553.803,6.208,3,11.582,21.835,4.187,1.317,0.278,45.13,70.691,29715.012,0.668,0.249,8.527,45.129,15.891978529894141,84.10802147010585
2024-12-12T09:00:00,2024-12-12T09:00:00,4.345,543.958,6.236,3.12,11.652,21.802,4.225,1.389,1.375,45.304,71.052,29854.397,0.542,0.198,9.58,45.304,17.454995991545804,82.54500400845419
2024-12-12T10:00:00,2024-12-12T10:00:00,4.396,536.283,6.247,2.924,11.94,21.842,4.256,1.394,2.753,45.679,71.901,30218.001,0.462,0.133,10.668,45.678999999999995,18.932684969918544,81.06731503008146
2024-12-12T11:00:00,2024-12-12T11:00:00,4.415,531.336,6.266,2.985,12.061,21.857,4.27,1.231,3.645,45.684,73.011,30384.343,0.336,0.12,11.501,45.684999999999995,20.11156576784528,79.88843423215472
